_id,date,oh_region,icu_current_covid,icu_current_covid_vented,hospitalizations,icu_crci_total,icu_crci_total_vented,icu_former_covid,icu_former_covid_vented
32491,2021-06-05T00:00:00,EAST,50,37,97,74,44,24,7
32492,2021-06-06T00:00:00,EAST,52,35,98,73,43,21,8
32493,2021-06-07T00:00:00,EAST,47,34,85,68,41,21,7
32494,2021-06-08T00:00:00,EAST,44,35,72,67,42,23,7
32495,2021-06-09T00:00:00,EAST,41,31,61,65,38,24,7
32496,2021-06-10T00:00:00,EAST,42,31,57,61,37,19,6
32497,2021-06-11T00:00:00,EAST,37,26,57,60,34,23,8
32498,2021-06-12T00:00:00,EAST,39,26,61,58,33,19,7
32499,2021-06-13T00:00:00,EAST,36,27,62,53,35,17,8
32500,2021-06-14T00:00:00,EAST,30,22,62,46,29,16,7
32501,2021-06-15T00:00:00,EAST,29,25,59,47,32,18,7
32502,2021-06-16T00:00:00,EAST,30,20,60,47,26,17,6
32503,2021-06-17T00:00:00,EAST,29,19,58,43,26,14,7
32504,2021-06-18T00:00:00,EAST,28,17,53,42,23,14,6
32505,2021-06-19T00:00:00,EAST,24,13,58,38,18,14,5
32506,2021-06-20T00:00:00,EAST,27,15,51,39,20,12,5
32507,2021-06-21T00:00:00,EAST,20,12,52,34,17,14,5
32508,2021-06-22T00:00:00,EAST,18,12,46,30,17,12,5
32509,2021-06-23T00:00:00,EAST,16,11,47,30,14,14,3
32510,2021-06-24T00:00:00,EAST,11,8,46,26,12,15,4
32511,2021-06-25T00:00:00,EAST,12,6,38,26,8,14,2
32512,2021-06-26T00:00:00,EAST,13,6,36,26,8,13,2
32513,2021-06-27T00:00:00,EAST,12,7,34,26,10,14,3
32514,2021-06-28T00:00:00,EAST,9,6,30,24,9,15,3
32515,2021-06-29T00:00:00,EAST,6,6,26,20,10,14,4
32516,2021-06-30T00:00:00,EAST,6,6,26,16,9,10,3
32517,2021-07-01T00:00:00,EAST,8,5,23,19,7,11,2
32518,2021-07-02T00:00:00,EAST,8,5,24,17,6,9,1
32519,2021-07-03T00:00:00,EAST,8,5,20,15,6,7,1
32520,2021-07-04T00:00:00,EAST,5,4,18,12,6,7,2
32521,2021-07-05T00:00:00,EAST,6,5,24,13,7,7,2
32522,2021-07-06T00:00:00,EAST,5,5,27,12,7,7,2
32523,2021-07-07T00:00:00,EAST,4,3,27,8,5,4,2
32524,2021-07-08T00:00:00,EAST,5,2,24,8,3,3,1
32525,2021-07-09T00:00:00,EAST,4,3,20,8,5,4,2
32526,2021-07-10T00:00:00,EAST,4,3,24,7,4,3,1
32527,2021-07-11T00:00:00,EAST,5,2,23,8,3,3,1
32528,2021-07-12T00:00:00,EAST,6,2,24,9,3,3,1
32529,2021-07-13T00:00:00,EAST,6,2,27,9,3,3,1
32530,2021-07-14T00:00:00,EAST,6,2,22,7,3,1,1
32531,2021-07-15T00:00:00,EAST,4,2,17,5,3,1,1
32532,2021-07-16T00:00:00,EAST,5,3,15,6,3,1,0
32533,2021-07-17T00:00:00,EAST,4,3,15,6,3,2,0
32534,2021-07-18T00:00:00,EAST,4,3,17,6,4,2,1
32535,2021-07-19T00:00:00,EAST,5,4,14,7,5,2,1
32536,2021-07-20T00:00:00,EAST,4,2,15,6,3,2,1
32537,2021-07-21T00:00:00,EAST,5,2,13,7,4,2,2
32538,2021-07-22T00:00:00,EAST,5,2,14,7,4,2,2
32539,2021-07-23T00:00:00,EAST,6,2,14,8,4,2,2
32540,2021-07-24T00:00:00,EAST,6,2,11,8,4,2,2
32541,2021-07-25T00:00:00,EAST,5,2,10,7,3,2,1
32542,2021-07-26T00:00:00,EAST,3,2,11,5,3,2,1
32543,2021-07-27T00:00:00,EAST,2,2,11,5,4,3,2
32544,2021-07-28T00:00:00,EAST,2,2,11,4,3,2,1
32545,2021-07-29T00:00:00,EAST,1,1,10,3,1,2,0
32546,2021-07-30T00:00:00,EAST,2,2,10,3,2,1,0
32547,2021-07-31T00:00:00,EAST,1,1,9,2,1,1,0
32548,2021-08-01T00:00:00,EAST,2,1,8,3,1,1,0
32549,2021-08-02T00:00:00,EAST,2,1,7,2,1,0,0
32550,2021-08-03T00:00:00,EAST,2,1,8,2,1,0,0
32551,2021-08-04T00:00:00,EAST,3,2,7,3,2,0,0
32552,2021-08-05T00:00:00,EAST,4,2,8,4,2,0,0
32553,2021-08-06T00:00:00,EAST,5,3,8,5,3,0,0
32554,2021-08-07T00:00:00,EAST,5,2,9,5,2,0,0
32555,2021-08-08T00:00:00,EAST,6,2,9,6,2,0,0
32556,2021-08-09T00:00:00,EAST,6,3,8,6,3,0,0
32557,2021-08-10T00:00:00,EAST,6,3,14,6,3,0,0
32558,2021-08-11T00:00:00,EAST,5,3,11,5,3,0,0
32559,2021-08-12T00:00:00,EAST,6,2,8,6,2,0,0
32560,2021-08-13T00:00:00,EAST,5,2,9,5,2,0,0
32561,2021-08-14T00:00:00,EAST,6,2,8,6,2,0,0
32562,2021-08-15T00:00:00,EAST,7,1,10,7,1,0,0
32563,2021-08-16T00:00:00,EAST,8,4,11,8,4,0,0
32564,2021-08-17T00:00:00,EAST,8,4,10,8,4,0,0
32565,2021-08-18T00:00:00,EAST,10,4,11,10,4,0,0
32566,2021-08-19T00:00:00,EAST,10,4,13,10,4,0,0
32567,2021-08-20T00:00:00,EAST,10,3,13,10,3,0,0
32568,2021-08-21T00:00:00,EAST,10,3,21,10,3,0,0
32569,2021-08-22T00:00:00,EAST,9,4,14,10,4,1,0
32570,2021-08-23T00:00:00,EAST,9,4,12,10,4,1,0
32571,2021-08-24T00:00:00,EAST,10,4,12,12,4,2,0
32572,2021-08-25T00:00:00,EAST,10,4,12,12,4,2,0
32573,2021-08-26T00:00:00,EAST,9,4,14,10,4,1,0
32574,2021-08-27T00:00:00,EAST,8,4,13,8,4,0,0
32575,2021-08-28T00:00:00,EAST,8,4,17,8,4,0,0
32576,2021-08-29T00:00:00,EAST,8,4,17,8,4,0,0
32577,2021-08-30T00:00:00,EAST,10,5,18,10,5,0,0
32578,2021-08-31T00:00:00,EAST,9,5,16,10,5,1,0
32579,2021-09-01T00:00:00,EAST,9,5,20,10,5,1,0
32580,2021-09-02T00:00:00,EAST,12,4,21,13,4,1,0
32581,2021-09-03T00:00:00,EAST,13,4,18,13,4,0,0
32582,2021-09-04T00:00:00,EAST,14,5,22,14,5,0,0
32583,2021-09-05T00:00:00,EAST,13,6,25,13,6,0,0
32584,2021-09-06T00:00:00,EAST,14,7,26,14,7,0,0
32585,2021-09-07T00:00:00,EAST,13,7,27,13,7,0,0
32586,2021-09-08T00:00:00,EAST,12,6,23,12,6,0,0
32587,2021-09-09T00:00:00,EAST,13,6,27,13,6,0,0
32588,2021-09-10T00:00:00,EAST,12,7,25,12,7,0,0
32589,2021-09-11T00:00:00,EAST,12,7,22,12,7,0,0
32590,2021-09-12T00:00:00,EAST,14,7,23,14,7,0,0
32591,2021-09-13T00:00:00,EAST,17,7,27,17,7,0,0
32592,2021-09-14T00:00:00,EAST,17,10,24,17,10,0,0
32593,2021-09-15T00:00:00,EAST,17,7,28,17,7,0,0
32594,2021-09-16T00:00:00,EAST,20,15,28,20,15,0,0
32595,2021-09-17T00:00:00,EAST,17,11,20,17,11,0,0
32596,2021-09-18T00:00:00,EAST,18,14,24,18,14,0,0
32597,2021-09-19T00:00:00,EAST,18,13,26,18,13,0,0
32598,2021-09-20T00:00:00,EAST,19,12,28,21,13,2,1
32599,2021-09-21T00:00:00,EAST,23,12,33,25,12,2,0
32600,2021-09-22T00:00:00,EAST,22,10,36,24,11,2,1
32601,2021-09-23T00:00:00,EAST,24,11,40,26,12,2,1
32602,2021-09-24T00:00:00,EAST,20,10,29,22,11,2,1
32603,2021-09-25T00:00:00,EAST,22,11,32,23,12,1,1
32604,2021-09-26T00:00:00,EAST,24,14,37,27,16,3,2
32605,2021-09-27T00:00:00,EAST,22,13,36,25,14,3,1
32606,2021-09-28T00:00:00,EAST,20,15,31,22,17,2,2
32607,2021-09-29T00:00:00,EAST,20,14,33,22,16,2,2
32608,2021-09-30T00:00:00,EAST,19,13,37,21,15,2,2
32609,2021-10-01T00:00:00,EAST,20,13,34,22,15,2,2
32610,2021-10-02T00:00:00,EAST,22,13,36,25,15,3,2
32611,2021-10-03T00:00:00,EAST,23,13,37,25,15,2,2
32612,2021-10-04T00:00:00,EAST,22,12,34,24,13,2,1
32613,2021-10-05T00:00:00,EAST,21,9,33,23,10,2,1
32614,2021-10-06T00:00:00,EAST,19,8,33,21,9,2,1
32615,2021-10-07T00:00:00,EAST,20,9,34,21,10,1,1
32616,2021-10-08T00:00:00,EAST,21,9,29,22,10,1,1
32617,2021-10-09T00:00:00,EAST,20,10,25,22,11,2,1
32618,2021-10-10T00:00:00,EAST,22,11,24,25,11,3,0
32619,2021-10-11T00:00:00,EAST,21,11,34,23,11,2,0
32620,2021-10-12T00:00:00,EAST,21,10,38,23,11,2,1
32621,2021-10-13T00:00:00,EAST,21,9,37,24,11,3,2
32622,2021-10-14T00:00:00,EAST,21,9,33,25,11,4,2
32623,2021-10-15T00:00:00,EAST,21,10,31,25,12,4,2
32624,2021-10-16T00:00:00,EAST,19,7,38,23,9,4,2
32625,2021-10-17T00:00:00,EAST,20,9,43,24,11,4,2
32626,2021-10-18T00:00:00,EAST,18,9,45,21,11,3,2
32627,2021-10-19T00:00:00,EAST,18,9,53,20,11,2,2
32628,2021-10-20T00:00:00,EAST,18,9,42,20,11,2,2
32629,2021-10-21T00:00:00,EAST,17,8,48,19,10,2,2
32630,2021-10-22T00:00:00,EAST,16,8,43,19,11,3,3
32631,2021-10-23T00:00:00,EAST,16,8,42,20,11,4,3
32632,2021-10-24T00:00:00,EAST,16,8,36,20,11,4,3
32633,2021-10-25T00:00:00,EAST,16,8,29,20,11,4,3
32634,2021-10-26T00:00:00,EAST,16,10,26,20,12,4,2
32635,2021-10-27T00:00:00,EAST,17,11,28,21,14,4,3
32636,2021-10-28T00:00:00,EAST,17,11,31,21,13,4,2
32637,2021-10-29T00:00:00,EAST,16,11,38,19,14,3,3
32638,2021-10-30T00:00:00,EAST,16,11,41,19,13,3,2
32639,2021-10-31T00:00:00,EAST,14,10,38,17,12,3,2
32640,2021-11-01T00:00:00,EAST,15,8,40,18,10,3,2
32641,2021-11-02T00:00:00,EAST,15,7,36,18,9,3,2
32642,2021-11-03T00:00:00,EAST,16,8,37,19,10,3,2
32643,2021-11-04T00:00:00,EAST,16,6,15,20,9,4,3
32644,2021-11-05T00:00:00,EAST,16,6,29,19,9,3,3
32645,2021-11-06T00:00:00,EAST,15,8,34,18,11,3,3
32646,2021-11-07T00:00:00,EAST,16,6,44,20,8,4,2
32647,2021-11-08T00:00:00,EAST,17,7,44,20,9,3,2
32648,2021-11-09T00:00:00,EAST,20,7,51,23,7,3,0
32649,2021-11-10T00:00:00,EAST,20,6,54,23,7,3,1
32650,2021-11-11T00:00:00,EAST,20,7,57,23,8,3,1
32651,2021-11-12T00:00:00,EAST,20,7,65,23,8,3,1
32652,2021-11-13T00:00:00,EAST,19,7,56,22,8,3,1
32653,2021-11-14T00:00:00,EAST,20,8,56,23,9,3,1
32654,2021-11-15T00:00:00,EAST,18,8,46,20,9,2,1
32655,2021-11-16T00:00:00,EAST,17,10,48,19,11,2,1
32656,2021-11-17T00:00:00,EAST,17,10,45,19,11,2,1
32657,2021-11-18T00:00:00,EAST,16,8,45,18,9,2,1
32658,2021-11-19T00:00:00,EAST,17,9,42,19,10,2,1
32659,2021-11-20T00:00:00,EAST,18,10,39,20,11,2,1
32660,2021-11-21T00:00:00,EAST,17,9,45,19,10,2,1
32661,2021-11-22T00:00:00,EAST,19,11,49,21,12,2,1
32662,2021-11-23T00:00:00,EAST,21,13,46,23,14,2,1
32663,2021-11-24T00:00:00,EAST,21,13,51,24,15,3,2
32664,2021-11-25T00:00:00,EAST,21,12,46,25,14,4,2
32665,2021-11-26T00:00:00,EAST,19,11,45,23,13,4,2
32666,2021-11-27T00:00:00,EAST,21,12,56,25,14,4,2
32667,2021-11-28T00:00:00,EAST,21,10,58,25,12,4,2
32668,2021-11-29T00:00:00,EAST,23,12,56,25,14,2,2
32669,2021-11-30T00:00:00,EAST,28,14,55,30,16,2,2
32670,2021-12-01T00:00:00,EAST,29,15,56,31,17,2,2
32671,2021-12-02T00:00:00,EAST,26,13,54,28,15,2,2
32672,2021-12-03T00:00:00,EAST,30,15,65,32,17,2,2
32673,2021-12-04T00:00:00,EAST,27,13,60,30,16,3,3
32674,2021-12-05T00:00:00,EAST,27,15,67,30,18,3,3
32675,2021-12-06T00:00:00,EAST,29,14,63,32,16,3,2
32676,2021-12-07T00:00:00,EAST,27,11,58,31,14,4,3
32677,2021-12-08T00:00:00,EAST,24,12,62,28,16,4,4
32678,2021-12-09T00:00:00,EAST,23,13,60,28,16,5,3
32679,2021-12-10T00:00:00,EAST,24,14,77,29,18,5,4
32680,2021-12-11T00:00:00,EAST,27,15,96,32,18,5,3
32681,2021-12-12T00:00:00,EAST,28,14,77,33,18,5,4
32682,2021-12-13T00:00:00,EAST,26,17,73,32,21,6,4
32683,2021-12-14T00:00:00,EAST,26,17,47,33,20,7,3
32684,2021-12-15T00:00:00,EAST,26,16,58,33,18,7,2
32685,2021-12-16T00:00:00,EAST,27,18,78,33,20,6,2
32686,2021-12-17T00:00:00,EAST,24,17,65,30,19,6,2
32687,2021-12-18T00:00:00,EAST,26,20,64,29,21,3,1
32688,2021-12-19T00:00:00,EAST,26,20,72,29,22,3,2
32689,2021-12-20T00:00:00,EAST,27,20,70,30,21,3,1
32690,2021-12-21T00:00:00,EAST,27,19,76,31,20,4,1
32691,2021-12-22T00:00:00,EAST,29,17,79,32,18,3,1
32692,2021-12-23T00:00:00,EAST,26,16,69,28,17,2,1
32693,2021-12-24T00:00:00,EAST,24,12,73,27,13,3,1
32694,2021-12-25T00:00:00,EAST,22,11,87,25,12,3,1
32695,2021-12-26T00:00:00,EAST,23,14,109,27,16,4,2
32696,2021-12-27T00:00:00,EAST,25,12,120,29,15,4,3
32697,2021-12-28T00:00:00,EAST,23,11,141,27,14,4,3
32698,2021-12-29T00:00:00,EAST,29,13,162,33,16,4,3
32699,2021-12-30T00:00:00,EAST,34,13,194,38,15,4,2
32700,2021-12-31T00:00:00,EAST,36,13,228,40,14,4,1
32701,2022-01-01T00:00:00,EAST,36,14,245,40,15,4,1
32702,2022-01-02T00:00:00,EAST,37,16,312,41,16,4,0
32703,2022-01-03T00:00:00,EAST,41,20,328,45,20,4,0
32704,2022-01-04T00:00:00,EAST,41,17,353,45,17,4,0
32705,2022-01-05T00:00:00,EAST,41,21,386,45,22,4,1
32706,2022-01-06T00:00:00,EAST,46,26,433,50,27,4,1
32707,2022-01-07T00:00:00,EAST,64,34,467,68,35,4,1
32708,2022-01-08T00:00:00,EAST,67,36,517,72,37,5,1
32709,2022-01-09T00:00:00,EAST,77,34,540,81,35,4,1
32710,2022-01-10T00:00:00,EAST,89,38,526,93,39,4,1
32711,2022-01-11T00:00:00,EAST,92,36,603,96,37,4,1
32712,2022-01-12T00:00:00,EAST,90,38,628,92,38,2,0
32713,2022-01-13T00:00:00,EAST,97,42,666,98,42,1,0
32714,2022-01-14T00:00:00,EAST,95,44,680,97,45,2,1
32715,2022-01-15T00:00:00,EAST,94,46,692,96,47,2,1
32716,2022-01-16T00:00:00,EAST,94,47,727,95,47,1,0
32717,2022-01-17T00:00:00,EAST,92,45,719,93,45,1,0
32718,2022-01-18T00:00:00,EAST,86,39,684,87,39,1,0
32719,2022-01-19T00:00:00,EAST,91,31,677,93,31,2,0
32720,2022-01-20T00:00:00,EAST,86,45,689,89,46,3,1
32721,2022-01-21T00:00:00,EAST,93,54,677,98,55,5,1
32722,2022-01-22T00:00:00,EAST,97,58,668,102,59,5,1
32723,2022-01-23T00:00:00,EAST,93,53,668,99,55,6,2
32724,2022-01-24T00:00:00,EAST,95,56,654,102,58,7,2
32725,2022-01-25T00:00:00,EAST,95,53,635,99,55,4,2
32726,2022-01-26T00:00:00,EAST,90,45,642,96,46,6,1
32727,2022-01-27T00:00:00,EAST,96,52,619,101,54,5,2
32728,2022-01-28T00:00:00,EAST,87,53,600,93,56,6,3
32729,2022-01-29T00:00:00,EAST,94,49,578,101,52,7,3
32730,2022-01-30T00:00:00,EAST,90,46,602,95,47,5,1
32731,2022-01-31T00:00:00,EAST,88,49,518,93,52,5,3
32732,2022-02-01T00:00:00,EAST,83,46,504,86,49,3,3
32733,2022-02-02T00:00:00,EAST,82,53,504,86,56,4,3
32734,2022-02-03T00:00:00,EAST,82,47,473,86,48,4,1
32735,2022-02-04T00:00:00,EAST,78,32,419,83,33,5,1
32736,2022-02-05T00:00:00,EAST,77,40,433,82,43,5,3
32737,2022-02-06T00:00:00,EAST,81,42,437,84,43,3,1
32738,2022-02-07T00:00:00,EAST,77,44,397,80,45,3,1
32739,2022-02-08T00:00:00,EAST,74,44,351,80,45,6,1
32740,2022-02-09T00:00:00,EAST,69,40,357,76,43,7,3
32741,2022-02-10T00:00:00,EAST,67,38,343,74,41,7,3
32742,2022-02-11T00:00:00,EAST,62,37,279,70,40,8,3
32743,2022-02-12T00:00:00,EAST,58,27,285,67,29,9,2
32744,2022-02-13T00:00:00,EAST,56,33,323,63,36,7,3
32745,2022-02-14T00:00:00,EAST,53,30,295,63,35,10,5
32746,2022-02-15T00:00:00,EAST,46,28,295,57,33,11,5
32747,2022-02-16T00:00:00,EAST,46,29,265,57,34,11,5
32748,2022-02-17T00:00:00,EAST,45,22,257,57,24,12,2
32749,2022-02-18T00:00:00,EAST,45,31,231,56,36,11,5
32750,2022-02-19T00:00:00,EAST,45,28,239,53,33,8,5
32751,2022-02-20T00:00:00,EAST,47,26,238,55,31,8,5
32752,2022-02-21T00:00:00,EAST,45,19,244,54,25,9,6
32753,2022-02-22T00:00:00,EAST,46,24,229,55,28,9,4
32754,2022-02-23T00:00:00,EAST,41,23,218,49,28,8,5
32755,2022-02-24T00:00:00,EAST,42,21,216,50,25,8,4
32756,2022-02-25T00:00:00,EAST,44,19,205,51,23,7,4
32757,2022-02-26T00:00:00,EAST,40,22,193,47,26,7,4
32758,2022-02-27T00:00:00,EAST,39,17,180,46,21,7,4
32759,2022-02-28T00:00:00,EAST,41,19,162,47,23,6,4
32760,2022-03-01T00:00:00,EAST,42,25,170,49,29,7,4
32761,2022-03-02T00:00:00,EAST,38,18,169,46,21,8,3
32762,2022-03-03T00:00:00,EAST,36,15,167,45,19,9,4
32763,2022-03-04T00:00:00,EAST,32,11,131,40,14,8,3
32764,2022-03-05T00:00:00,EAST,32,18,141,40,22,8,4
32765,2022-03-06T00:00:00,EAST,31,18,145,40,24,9,6
32766,2022-03-07T00:00:00,EAST,32,19,139,42,22,10,3
32767,2022-03-08T00:00:00,EAST,34,21,136,44,24,10,3
32768,2022-03-09T00:00:00,EAST,37,21,136,48,24,11,3
32769,2022-03-10T00:00:00,EAST,34,18,145,45,21,11,3
32770,2022-03-11T00:00:00,EAST,32,17,135,44,21,12,4
32771,2022-03-12T00:00:00,EAST,32,16,135,43,20,11,4
32772,2022-03-13T00:00:00,EAST,31,15,140,44,20,13,5
32773,2022-03-14T00:00:00,EAST,30,14,137,43,19,13,5
32774,2022-03-15T00:00:00,EAST,31,11,127,41,16,10,5
32775,2022-03-16T00:00:00,EAST,30,9,124,41,12,11,3
32776,2022-03-17T00:00:00,EAST,34,14,138,42,18,8,4
32777,2022-03-18T00:00:00,EAST,31,13,123,38,17,7,4
32778,2022-03-19T00:00:00,EAST,29,12,135,36,16,7,4
32779,2022-03-20T00:00:00,EAST,28,10,134,35,14,7,4
32780,2022-03-21T00:00:00,EAST,30,12,115,36,16,6,4
32781,2022-03-22T00:00:00,EAST,26,11,121,32,13,6,2
32782,2022-03-23T00:00:00,EAST,29,13,123,35,16,6,3
32783,2022-03-24T00:00:00,EAST,30,15,117,37,18,7,3
32784,2022-03-25T00:00:00,EAST,28,16,104,35,19,7,3
32785,2022-03-26T00:00:00,EAST,27,18,132,35,23,8,5
32786,2022-03-27T00:00:00,EAST,27,18,132,34,23,7,5
32787,2022-03-28T00:00:00,EAST,30,16,139,38,21,8,5
32788,2022-03-29T00:00:00,EAST,28,17,152,36,23,8,6
32789,2022-03-30T00:00:00,EAST,28,17,169,37,25,9,8
32790,2022-03-31T00:00:00,EAST,27,17,149,36,25,9,8
32791,2022-04-01T00:00:00,EAST,26,17,172,34,25,8,8
32792,2022-04-02T00:00:00,EAST,27,18,188,36,24,9,6
32793,2022-04-03T00:00:00,EAST,28,18,235,36,25,8,7
32794,2022-04-04T00:00:00,EAST,28,18,228,38,25,10,7
32795,2022-04-05T00:00:00,EAST,27,12,252,37,15,10,3
32796,2022-04-06T00:00:00,EAST,29,17,233,36,20,7,3
32797,2022-04-07T00:00:00,EAST,32,16,244,40,19,8,3
32798,2022-04-08T00:00:00,EAST,33,17,204,39,19,6,2
32799,2022-04-09T00:00:00,EAST,39,19,235,45,21,6,2
32800,2022-04-10T00:00:00,EAST,38,13,249,47,16,9,3
32801,2022-04-11T00:00:00,EAST,36,14,276,46,18,10,4
32802,2022-04-12T00:00:00,EAST,33,11,272,45,16,12,5
32803,2022-04-13T00:00:00,EAST,34,12,285,46,15,12,3
32804,2022-04-14T00:00:00,EAST,37,14,270,47,16,10,2
32805,2022-04-15T00:00:00,EAST,39,13,309,46,15,7,2
32806,2022-04-16T00:00:00,EAST,43,13,296,50,15,7,2
32807,2022-04-17T00:00:00,EAST,45,17,313,52,19,7,2
32808,2022-04-18T00:00:00,EAST,46,14,337,56,17,10,3
32809,2022-04-19T00:00:00,EAST,45,17,345,53,20,8,3
32810,2022-04-20T00:00:00,EAST,49,16,341,57,19,8,3
32811,2022-04-21T00:00:00,EAST,50,21,321,60,23,10,2
32812,2022-04-22T00:00:00,EAST,45,18,317,53,20,8,2
32813,2022-04-23T00:00:00,EAST,45,15,330,53,18,8,3
32814,2022-04-24T00:00:00,EAST,51,18,332,59,21,8,3
32815,2022-04-25T00:00:00,EAST,46,17,319,53,20,7,3
32816,2022-04-26T00:00:00,EAST,46,14,352,55,17,9,3
32817,2022-04-27T00:00:00,EAST,46,16,343,53,21,7,5
32818,2022-04-28T00:00:00,EAST,46,17,351,54,22,8,5
32819,2022-04-29T00:00:00,EAST,42,9,337,49,13,7,4
32820,2022-04-30T00:00:00,EAST,41,14,348,49,19,8,5
32821,2022-05-01T00:00:00,EAST,49,11,374,56,16,7,5
32822,2022-05-02T00:00:00,EAST,43,8,338,48,12,5,4
32823,2022-05-03T00:00:00,EAST,40,12,327,47,16,7,4
32824,2022-05-04T00:00:00,EAST,42,13,332,51,18,9,5
32825,2022-05-05T00:00:00,EAST,43,13,300,52,19,9,6
32826,2022-05-06T00:00:00,EAST,45,12,277,55,18,10,6
32827,2022-05-07T00:00:00,EAST,37,12,277,47,17,10,5
32828,2022-05-08T00:00:00,EAST,38,9,312,48,15,10,6
32829,2022-05-09T00:00:00,EAST,33,6,310,43,10,10,4
32830,2022-05-10T00:00:00,EAST,28,6,289,38,11,10,5
32831,2022-05-11T00:00:00,EAST,29,10,282,39,16,10,6
32832,2022-05-12T00:00:00,EAST,30,10,259,40,15,10,5
32833,2022-05-13T00:00:00,EAST,27,9,253,37,14,10,5
32834,2022-05-14T00:00:00,EAST,24,10,229,33,14,9,4
32835,2022-05-15T00:00:00,EAST,27,12,237,34,15,7,3
32836,2022-05-16T00:00:00,EAST,29,14,240,36,18,7,4
32837,2022-05-17T00:00:00,EAST,24,13,237,31,17,7,4
32838,2022-05-18T00:00:00,EAST,26,12,225,34,15,8,3
32839,2022-05-19T00:00:00,EAST,27,12,216,34,14,7,2
32840,2022-05-20T00:00:00,EAST,25,13,203,34,16,9,3
32841,2022-05-21T00:00:00,EAST,24,13,198,31,16,7,3
32842,2022-05-22T00:00:00,EAST,24,12,195,31,15,7,3
32843,2022-05-23T00:00:00,EAST,25,10,195,31,12,6,2
32844,2022-05-24T00:00:00,EAST,29,15,204,34,17,5,2
32845,2022-05-25T00:00:00,EAST,28,13,187,33,16,5,3
32846,2022-05-26T00:00:00,EAST,29,12,155,34,15,5,3
32847,2022-05-27T00:00:00,EAST,25,13,130,29,16,4,3
32848,2022-05-28T00:00:00,EAST,27,12,126,31,15,4,3
32849,2022-05-29T00:00:00,EAST,27,12,143,31,15,4,3
32850,2022-05-30T00:00:00,EAST,25,8,141,29,10,4,2
32851,2022-05-31T00:00:00,EAST,21,12,121,25,15,4,3
32852,2022-06-01T00:00:00,EAST,19,11,121,23,14,4,3
32853,2022-06-02T00:00:00,EAST,17,6,114,21,8,4,2
32854,2022-06-03T00:00:00,EAST,18,8,104,23,11,5,3
32855,2022-06-04T00:00:00,EAST,16,6,101,22,9,6,3
32856,2022-06-05T00:00:00,EAST,15,7,101,22,11,7,4
32857,2022-06-06T00:00:00,EAST,16,7,98,24,11,8,4
32858,2022-06-07T00:00:00,EAST,12,4,86,20,7,8,3
32859,2022-06-08T00:00:00,EAST,12,2,86,21,6,9,4
32860,2022-06-09T00:00:00,EAST,10,5,87,19,10,9,5
32861,2022-06-10T00:00:00,EAST,11,4,82,18,8,7,4
32862,2022-06-11T00:00:00,EAST,12,3,79,17,6,5,3
32863,2022-06-12T00:00:00,EAST,13,1,75,18,4,5,3
32864,2022-06-13T00:00:00,EAST,13,2,65,18,4,5,2
32865,2022-06-14T00:00:00,EAST,13,2,61,19,3,6,1
32866,2022-06-15T00:00:00,EAST,12,1,64,18,3,6,2
32867,2022-06-16T00:00:00,EAST,8,2,61,14,5,6,3
32868,2022-06-17T00:00:00,EAST,7,2,60,12,4,5,2
32869,2022-06-18T00:00:00,EAST,7,2,69,14,4,7,2
32870,2022-06-19T00:00:00,EAST,7,3,72,14,5,7,2
32871,2022-06-20T00:00:00,EAST,8,3,67,14,6,6,3
32872,2022-06-21T00:00:00,EAST,10,2,72,15,4,5,2
32873,2022-06-22T00:00:00,EAST,11,2,74,16,4,5,2
32874,2022-06-23T00:00:00,EAST,11,3,82,16,6,5,3
32875,2022-06-24T00:00:00,EAST,8,2,73,13,5,5,3
32876,2022-06-25T00:00:00,EAST,9,2,77,14,5,5,3
32877,2022-06-26T00:00:00,EAST,8,2,79,13,5,5,3
32878,2022-06-27T00:00:00,EAST,8,1,64,12,1,4,0
32879,2022-06-28T00:00:00,EAST,9,3,90,12,4,3,1
32880,2022-06-29T00:00:00,EAST,11,3,90,14,4,3,1
32881,2022-06-30T00:00:00,EAST,11,4,111,15,5,4,1
32882,2022-07-01T00:00:00,EAST,9,4,118,13,5,4,1
32883,2022-07-02T00:00:00,EAST,10,3,125,14,4,4,1
32884,2022-07-03T00:00:00,EAST,8,2,132,12,3,4,1
32885,2022-07-04T00:00:00,EAST,13,3,134,19,4,6,1
32886,2022-07-05T00:00:00,EAST,16,4,136,22,5,6,1
32887,2022-07-06T00:00:00,EAST,16,2,156,21,4,5,2
32888,2022-07-07T00:00:00,EAST,15,3,172,18,5,3,2
32889,2022-07-08T00:00:00,EAST,10,4,152,13,6,3,2
32890,2022-07-09T00:00:00,EAST,10,5,160,13,7,3,2
32891,2022-07-10T00:00:00,EAST,11,4,162,14,6,3,2
32892,2022-07-11T00:00:00,EAST,11,5,194,13,7,2,2
32893,2022-07-12T00:00:00,EAST,16,4,202,18,6,2,2
32894,2022-07-13T00:00:00,EAST,18,7,225,21,9,3,2
32895,2022-07-14T00:00:00,EAST,21,9,246,25,11,4,2
32896,2022-07-15T00:00:00,EAST,18,9,230,22,11,4,2
32897,2022-07-16T00:00:00,EAST,18,7,252,23,9,5,2
32898,2022-07-17T00:00:00,EAST,21,5,295,27,8,6,3
32899,2022-07-18T00:00:00,EAST,27,6,318,32,9,5,3
